201705010820000200000000000000014692000000000000000146929900000000000000000000CONSUMIDOR FINAL              000000000020400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014740000000000000000147409900000000000000000000CONSUMIDOR FINAL              000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014741000000000000000147419900000000000000000000CONSUMIDOR FINAL              000000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014742000000000000000147429900000000000000000000CONSUMIDOR FINAL              000000000007200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014743000000000000000147439900000000000000000000CONSUMIDOR FINAL              000000000011500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014744000000000000000147449900000000000000000000CONSUMIDOR FINAL              000000000008500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014745000000000000000147459900000000000000000000CONSUMIDOR FINAL              000000000009500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014746000000000000000147469900000000000000000000CONSUMIDOR FINAL              000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014747000000000000000147479900000000000000000000CONSUMIDOR FINAL              000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014748000000000000000147489900000000000000000000CONSUMIDOR FINAL              000000000012000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014749000000000000000147499900000000000000000000CONSUMIDOR FINAL              000000000006500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014750000000000000000147509900000000000000000000CONSUMIDOR FINAL              000000000009500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014751000000000000000147519900000000000000000000CONSUMIDOR FINAL              000000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014752000000000000000147529900000000000000000000CONSUMIDOR FINAL              000000000009000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014753000000000000000147539900000000000000000000CONSUMIDOR FINAL              000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014754000000000000000147549900000000000000000000CONSUMIDOR FINAL              000000000012000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014755000000000000000147559900000000000000000000CONSUMIDOR FINAL              000000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014756000000000000000147569900000000000000000000CONSUMIDOR FINAL              000000000007500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014757000000000000000147579900000000000000000000CONSUMIDOR FINAL              000000000013500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014758000000000000000147589900000000000000000000CONSUMIDOR FINAL              000000000014500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014759000000000000000147599900000000000000000000CONSUMIDOR FINAL              000000000004500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014760000000000000000147609900000000000000000000CONSUMIDOR FINAL              000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705020820000200000000000000014761000000000000000147619900000000000000000000CONSUMIDOR FINAL              000000000005500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014762000000000000000147629900000000000000000000CONSUMIDOR FINAL              000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014763000000000000000147639900000000000000000000CONSUMIDOR FINAL              000000000009000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014764000000000000000147649900000000000000000000CONSUMIDOR FINAL              000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014765000000000000000147659900000000000000000000CONSUMIDOR FINAL              000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014766000000000000000147669900000000000000000000CONSUMIDOR FINAL              000000000024000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014767000000000000000147679900000000000000000000CONSUMIDOR FINAL              000000000009000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014768000000000000000147689900000000000000000000CONSUMIDOR FINAL              000000000011700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014769000000000000000147699900000000000000000000CONSUMIDOR FINAL              000000000009500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014770000000000000000147709900000000000000000000CONSUMIDOR FINAL              000000000012000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014771000000000000000147719900000000000000000000CONSUMIDOR FINAL              000000000016500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014772000000000000000147729900000000000000000000CONSUMIDOR FINAL              000000000004500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014773000000000000000147739900000000000000000000CONSUMIDOR FINAL              000000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014774000000000000000147749900000000000000000000CONSUMIDOR FINAL              000000000010500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014775000000000000000147759900000000000000000000CONSUMIDOR FINAL              000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014776000000000000000147769900000000000000000000CONSUMIDOR FINAL              000000000004500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014777000000000000000147779900000000000000000000CONSUMIDOR FINAL              000000000005500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014778000000000000000147789900000000000000000000CONSUMIDOR FINAL              000000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014779000000000000000147799900000000000000000000CONSUMIDOR FINAL              000000000007000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014780000000000000000147809900000000000000000000CONSUMIDOR FINAL              000000000007500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014781000000000000000147819900000000000000000000CONSUMIDOR FINAL              000000000011500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014782000000000000000147829900000000000000000000CONSUMIDOR FINAL              000000000007500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014783000000000000000147839900000000000000000000CONSUMIDOR FINAL              000000000016500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014784000000000000000147849900000000000000000000CONSUMIDOR FINAL              000000000007500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014785000000000000000147859900000000000000000000CONSUMIDOR FINAL              000000000003500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705030820000200000000000000014786000000000000000147869900000000000000000000CONSUMIDOR FINAL              000000000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705040820000200000000000000014787000000000000000147879900000000000000000000CONSUMIDOR FINAL              000000000013000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705040820000200000000000000014788000000000000000147889900000000000000000000CONSUMIDOR FINAL              000000000020000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705040820000200000000000000014789000000000000000147899900000000000000000000CONSUMIDOR FINAL              000000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705040820000200000000000000014790000000000000000147909900000000000000000000CONSUMIDOR FINAL              000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705040820000200000000000000014791000000000000000147919900000000000000000000CONSUMIDOR FINAL              000000000012000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705040820000200000000000000014792000000000000000147929900000000000000000000CONSUMIDOR FINAL              000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705040820000200000000000000014793000000000000000147939900000000000000000000CONSUMIDOR FINAL              000000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705040820000200000000000000014794000000000000000147949900000000000000000000CONSUMIDOR FINAL              000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705040820000200000000000000014795000000000000000147959900000000000000000000CONSUMIDOR FINAL              000000000005500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705040820000200000000000000014796000000000000000147969900000000000000000000CONSUMIDOR FINAL              000000000015500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705040820000200000000000000014797000000000000000147979900000000000000000000CONSUMIDOR FINAL              000000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705040820000200000000000000014798000000000000000147989900000000000000000000CONSUMIDOR FINAL              000000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705040820000200000000000000014799000000000000000147999900000000000000000000CONSUMIDOR FINAL              000000000021500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705040820000200000000000000014800000000000000000148009900000000000000000000CONSUMIDOR FINAL              000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705040820000200000000000000014801000000000000000148019900000000000000000000CONSUMIDOR FINAL              000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705040820000200000000000000014802000000000000000148029900000000000000000000CONSUMIDOR FINAL              000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705040820000200000000000000014803000000000000000148039900000000000000000000CONSUMIDOR FINAL              000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705040820000200000000000000014804000000000000000148049900000000000000000000CONSUMIDOR FINAL              000000000007500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705040820000200000000000000014805000000000000000148059900000000000000000000CONSUMIDOR FINAL              000000000013500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014806000000000000000148069900000000000000000000CONSUMIDOR FINAL              000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014807000000000000000148079900000000000000000000CONSUMIDOR FINAL              000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014808000000000000000148089900000000000000000000CONSUMIDOR FINAL              000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014809000000000000000148099900000000000000000000CONSUMIDOR FINAL              000000000004950000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014810000000000000000148109900000000000000000000CONSUMIDOR FINAL              000000000009500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014811000000000000000148119900000000000000000000CONSUMIDOR FINAL              000000000017000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014812000000000000000148129900000000000000000000CONSUMIDOR FINAL              000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014813000000000000000148139900000000000000000000CONSUMIDOR FINAL              000000000014500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014814000000000000000148149900000000000000000000CONSUMIDOR FINAL              000000000025000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014815000000000000000148159900000000000000000000CONSUMIDOR FINAL              000000000009500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014816000000000000000148169900000000000000000000CONSUMIDOR FINAL              000000000009500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014817000000000000000148179900000000000000000000CONSUMIDOR FINAL              000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014819000000000000000148199900000000000000000000CONSUMIDOR FINAL              000000000009000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014820000000000000000148209900000000000000000000CONSUMIDOR FINAL              000000000022000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014821000000000000000148219900000000000000000000CONSUMIDOR FINAL              000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014822000000000000000148229900000000000000000000CONSUMIDOR FINAL              000000000004500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014823000000000000000148239900000000000000000000CONSUMIDOR FINAL              000000000005500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014824000000000000000148249900000000000000000000CONSUMIDOR FINAL              000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014825000000000000000148259900000000000000000000CONSUMIDOR FINAL              000000000005500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014826000000000000000148269900000000000000000000CONSUMIDOR FINAL              000000000007000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014827000000000000000148279900000000000000000000CONSUMIDOR FINAL              000000000005500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014828000000000000000148289900000000000000000000CONSUMIDOR FINAL              000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014829000000000000000148299900000000000000000000CONSUMIDOR FINAL              000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014830000000000000000148309900000000000000000000CONSUMIDOR FINAL              000000000009500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014831000000000000000148319900000000000000000000CONSUMIDOR FINAL              000000000007500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014832000000000000000148329900000000000000000000CONSUMIDOR FINAL              000000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014833000000000000000148339900000000000000000000CONSUMIDOR FINAL              000000000010500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014834000000000000000148349900000000000000000000CONSUMIDOR FINAL              000000000004000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014835000000000000000148359900000000000000000000CONSUMIDOR FINAL              000000000008500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014836000000000000000148369900000000000000000000CONSUMIDOR FINAL              000000000006000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014837000000000000000148379900000000000000000000CONSUMIDOR FINAL              000000000005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
201705050820000200000000000000014838000000000000000148389900000000000000000000CONSUMIDOR FINAL              000000000002000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000PES00010000001000000000000000000000000
